,Unnamed: 0,id,train_seed,test_seed,train_size,test_size,v,target_tree_size,source_tree_size,epochs,decay_factor,alpha_0,test_rmse,setting_id,rank,total_rank
33,141,141.0,1.0,1.0,127.0,424.0,0.01,4.0,3.0,400.0,0.99,1.0,4.043970353464204,462,34,509
2715,628,628.0,1.0,1.0,953.0,424.0,0.007,4.0,3.0,600.0,0.995,1.0,3.75328296158168,309,316,509
810,172,172.0,1.0,1.0,317.0,424.0,0.07,1.0,2.0,400.0,0.993,1.0,3.802983220298421,653,11,509
194,101,101.0,1.0,1.0,127.0,424.0,0.03,3.0,3.0,400.0,0.99,1.0,4.142293272068768,582,195,509
2541,581,581.0,1.0,1.0,953.0,424.0,0.03,3.0,3.0,400.0,0.99,1.0,3.7021837415354497,582,142,509
1723,332,332.0,1.0,1.0,635.0,424.0,0.07,1.0,2.0,400.0,0.993,1.0,3.7370650848571896,653,124,509
180,12,12.0,1.0,1.0,127.0,424.0,0.07,1.0,2.0,400.0,0.993,1.0,4.135919782849688,653,181,509
2677,621,621.0,1.0,1.0,953.0,424.0,0.01,4.0,3.0,400.0,0.99,1.0,3.7389349911605545,462,278,509
1660,461,461.0,1.0,1.0,635.0,424.0,0.01,4.0,3.0,400.0,0.99,1.0,3.723109634951261,462,61,509
925,308,308.0,1.0,1.0,317.0,424.0,0.007,4.0,3.0,600.0,0.995,1.0,3.868364001538281,309,126,509
1649,468,468.0,1.0,1.0,635.0,424.0,0.007,4.0,3.0,600.0,0.995,1.0,3.720118546158076,309,50,509
1678,421,421.0,1.0,1.0,635.0,424.0,0.03,3.0,3.0,400.0,0.99,1.0,3.728455658211458,582,79,509
45,147,147.0,1.0,1.0,127.0,424.0,0.007,4.0,3.0,600.0,0.993,1.0,4.050910350877249,308,46,513
1638,467,467.0,1.0,1.0,635.0,424.0,0.007,4.0,3.0,600.0,0.993,1.0,3.715851525090761,308,39,513
2667,627,627.0,1.0,1.0,953.0,424.0,0.007,4.0,3.0,600.0,0.993,1.0,3.735308265433464,308,268,513
959,307,307.0,1.0,1.0,317.0,424.0,0.007,4.0,3.0,600.0,0.993,1.0,3.879426873192061,308,160,513
1629,468,468.0,1.0,1.0,635.0,424.0,0.03,4.0,3.0,600.0,0.995,1.0,3.708977236143428,629,30,521
2485,628,628.0,1.0,1.0,953.0,424.0,0.03,4.0,3.0,600.0,0.995,1.0,3.688907852319849,629,86,521
887,308,308.0,1.0,1.0,317.0,424.0,0.03,4.0,3.0,600.0,0.995,1.0,3.856170055311208,629,88,521
316,148,148.0,1.0,1.0,127.0,424.0,0.03,4.0,3.0,600.0,0.995,1.0,4.252186923202682,629,317,521
324,107,107.0,1.0,1.0,127.0,424.0,0.03,3.0,3.0,600.0,0.993,1.0,4.257879005336717,588,325,527
876,267,267.0,1.0,1.0,317.0,424.0,0.03,3.0,3.0,600.0,0.993,1.0,3.853614243457554,588,77,527
1715,427,427.0,1.0,1.0,635.0,424.0,0.03,3.0,3.0,600.0,0.993,1.0,3.7360364566660262,588,116,527
2408,587,587.0,1.0,1.0,953.0,424.0,0.03,3.0,3.0,600.0,0.993,1.0,3.6520333168474446,588,9,527
838,177,177.0,1.0,1.0,317.0,424.0,0.03,1.0,2.0,600.0,0.993,1.0,3.8314107009133,498,39,528
2671,497,497.0,1.0,1.0,953.0,424.0,0.03,1.0,2.0,600.0,0.993,1.0,3.7365668540851984,498,272,528
1755,337,337.0,1.0,1.0,635.0,424.0,0.03,1.0,2.0,600.0,0.993,1.0,3.743155625044968,498,156,528
60,17,17.0,1.0,1.0,127.0,424.0,0.03,1.0,2.0,600.0,0.993,1.0,4.06684176860528,498,61,528
167,159,159.0,1.0,1.0,127.0,424.0,0.01,4.0,4.0,600.0,0.997,1.0,4.128348451842365,480,168,531
1656,330,330.0,1.0,1.0,635.0,424.0,0.07,1.0,2.0,400.0,0.97,1.0,3.721845635769237,651,57,531
2549,639,639.0,1.0,1.0,953.0,424.0,0.01,4.0,4.0,600.0,0.997,1.0,3.7048139631429327,480,150,531
1603,479,479.0,1.0,1.0,635.0,424.0,0.01,4.0,4.0,600.0,0.997,1.0,3.6892047053873895,480,4,531
831,170,170.0,1.0,1.0,317.0,424.0,0.07,1.0,2.0,400.0,0.97,1.0,3.8268010045024248,651,32,531
278,10,10.0,1.0,1.0,127.0,424.0,0.07,1.0,2.0,400.0,0.97,1.0,4.21171303321212,651,279,531
1008,319,319.0,1.0,1.0,317.0,424.0,0.01,4.0,4.0,600.0,0.997,1.0,3.8912018401728026,480,209,531
2562,490,490.0,1.0,1.0,953.0,424.0,0.07,1.0,2.0,400.0,0.97,1.0,3.707753003897191,651,163,531
1640,428,428.0,1.0,1.0,635.0,424.0,0.03,3.0,3.0,600.0,0.995,1.0,3.716368382878626,589,41,537
349,108,108.0,1.0,1.0,127.0,424.0,0.03,3.0,3.0,600.0,0.995,1.0,4.272928799104641,589,350,537
919,268,268.0,1.0,1.0,317.0,424.0,0.03,3.0,3.0,600.0,0.995,1.0,3.866266430209381,589,120,537
2425,588,588.0,1.0,1.0,953.0,424.0,0.03,3.0,3.0,600.0,0.995,1.0,3.6671562133749,589,26,537
